locus_tag	ftype	length_bp	gene	EC_number	COG	product
AMANMOLG_01103	CDS	1209				hypothetical protein
AMANMOLG_01104	tRNA	76				tRNA-Thr(cgt)
AMANMOLG_01105	CDS	192				hypothetical protein
AMANMOLG_01106	CDS	195				hypothetical protein
AMANMOLG_01107	CDS	636	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
AMANMOLG_01108	CDS	1230				IS256 family transposase IS1553
AMANMOLG_01109	CDS	93				hypothetical protein
AMANMOLG_01110	CDS	486				hypothetical protein
AMANMOLG_01111	CDS	378	mazE5			Antitoxin MazE5
AMANMOLG_01112	CDS	330	mazF5	3.1.-.-	COG2337	putative endoribonuclease MazF5
AMANMOLG_01113	CDS	771	linC	1.1.1.-	COG1028	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase
AMANMOLG_01114	CDS	1062	ribBA_1		COG0108	Riboflavin biosynthesis protein RibBA
AMANMOLG_01115	CDS	516		1.5.1.37		Flavin reductase
AMANMOLG_01116	CDS	1071	ephB	3.3.2.10		Epoxide hydrolase B
AMANMOLG_01117	CDS	2520	hmp_2	1.14.12.17		Flavohemoprotein
AMANMOLG_01118	CDS	1110		1.14.14.155		3,6-diketocamphane 1,6-monooxygenase
AMANMOLG_01119	CDS	957				Putative enoyl-CoA hydratase EchA13
AMANMOLG_01120	CDS	1230		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
AMANMOLG_01121	CDS	1092	acrC	1.3.1.95		Acryloyl-CoA reductase (NADH)
AMANMOLG_01122	CDS	498	tpx	1.11.1.15	COG2077	Thiol peroxidase
AMANMOLG_01123	CDS	279				hypothetical protein
AMANMOLG_01124	CDS	231			COG0693	HTH-type transcriptional regulator
AMANMOLG_01125	CDS	525				hypothetical protein
AMANMOLG_01126	CDS	768	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
AMANMOLG_01127	CDS	774				hypothetical protein
AMANMOLG_01128	CDS	480				Immunogenic protein MPT63
AMANMOLG_01129	CDS	1863		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD32
AMANMOLG_01130	CDS	381				hypothetical protein
AMANMOLG_01131	CDS	483				hypothetical protein
AMANMOLG_01132	CDS	819				hypothetical protein
AMANMOLG_01133	CDS	1083	dap_2	3.4.11.19		D-aminopeptidase
AMANMOLG_01134	CDS	1272				hypothetical protein
AMANMOLG_01135	CDS	864				hypothetical protein
AMANMOLG_01136	CDS	465				hypothetical protein
AMANMOLG_01137	CDS	2964				hypothetical protein
AMANMOLG_01138	CDS	4200				PPE family protein PPE34
AMANMOLG_01139	CDS	183				hypothetical protein
AMANMOLG_01140	CDS	1227	icl2	4.1.3.1		Isocitrate lyase 2
AMANMOLG_01141	CDS	1104	aceAa	4.1.3.1	COG2224	Putative isocitrate lyase subunit A
AMANMOLG_01142	CDS	408				hypothetical protein
AMANMOLG_01143	CDS	213				hypothetical protein
AMANMOLG_01144	CDS	1320				hypothetical protein
AMANMOLG_01145	CDS	606	lppC		COG1881	Putative lipoprotein LppC
AMANMOLG_01146	CDS	615				hypothetical protein
AMANMOLG_01147	CDS	444	furA		COG0735	Transcriptional regulator FurA
AMANMOLG_01148	CDS	2223	katG	1.11.1.21	COG0376	Catalase-peroxidase
AMANMOLG_01149	CDS	495				hypothetical protein
AMANMOLG_01150	CDS	471				hypothetical protein
AMANMOLG_01151	CDS	936	aao	1.4.3.3	COG0665	putative D-amino-acid oxidase
AMANMOLG_01152	CDS	435	rsfA_1		COG1366	Anti-sigma-F factor antagonist RsfA
AMANMOLG_01153	CDS	405				hypothetical protein
AMANMOLG_01154	CDS	1299	nanT			Sialic acid transporter NanT
AMANMOLG_01155	CDS	1293	cinA		COG1058	CinA-like protein
AMANMOLG_01156	CDS	1338				hypothetical protein
AMANMOLG_01157	CDS	150				hypothetical protein
AMANMOLG_01158	CDS	516			COG2110	putative protein
AMANMOLG_01159	CDS	309				hypothetical protein
AMANMOLG_01160	CDS	486	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
AMANMOLG_01161	CDS	912		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
AMANMOLG_01162	CDS	1155		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
AMANMOLG_01163	CDS	1131		1.13.12.-	COG2070	Putative monooxygenase
AMANMOLG_01164	CDS	219				hypothetical protein
AMANMOLG_01165	CDS	312				hypothetical protein
AMANMOLG_01166	CDS	408				hypothetical protein
AMANMOLG_01167	CDS	540				hypothetical protein
AMANMOLG_01168	CDS	357		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
AMANMOLG_01169	CDS	174		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
AMANMOLG_01170	CDS	720				hypothetical protein
AMANMOLG_01171	CDS	1143				hypothetical protein
AMANMOLG_01172	CDS	183				hypothetical protein
AMANMOLG_01173	CDS	933	fbpB	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85B
AMANMOLG_01174	CDS	600		5.4.99.5	COG1605	Secreted chorismate mutase
AMANMOLG_01175	CDS	432	rpfC	3.-.-.-		Resuscitation-promoting factor RpfC
AMANMOLG_01176	CDS	477				hypothetical protein
AMANMOLG_01177	CDS	834	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
AMANMOLG_01178	CDS	423	lppE			putative lipoprotein LppE
AMANMOLG_01179	CDS	1317		1.14.-.-		Putative cytochrome P450 140
AMANMOLG_01180	CDS	1137				hypothetical protein
AMANMOLG_01181	CDS	1362				hypothetical protein
AMANMOLG_01182	CDS	2064	mdtD_3			Putative multidrug resistance protein MdtD
AMANMOLG_01183	CDS	480	bfr	1.16.3.1	COG2193	Bacterioferritin
AMANMOLG_01184	CDS	444				hypothetical protein
AMANMOLG_01185	CDS	705				hypothetical protein
AMANMOLG_01186	CDS	438				hypothetical protein
AMANMOLG_01187	CDS	1245	lldD	1.1.-.-	COG1304	Putative L-lactate dehydrogenase
AMANMOLG_01188	CDS	378				hypothetical protein
AMANMOLG_01189	CDS	615				hypothetical protein
AMANMOLG_01190	CDS	1236	thcD	1.18.1.-		Rhodocoxin reductase
AMANMOLG_01191	CDS	2100			COG0574	putative protein
AMANMOLG_01192	CDS	1461				hypothetical protein
AMANMOLG_01193	CDS	2337		2.8.3.-	COG1804	putative CoA-transferase
AMANMOLG_01194	CDS	861	ephD_1	1.-.-.-	COG1028	putative oxidoreductase EphD
AMANMOLG_01195	CDS	756				hypothetical protein
AMANMOLG_01196	CDS	723				hypothetical protein
AMANMOLG_01197	CDS	1041	adhA	1.1.1.1	COG1064	putative alcohol dehydrogenase AdhA
AMANMOLG_01198	CDS	306				hypothetical protein
AMANMOLG_01199	CDS	978	apa			Alanine and proline-rich secreted protein Apa
AMANMOLG_01200	CDS	1110	modC	7.3.2.5	COG1118	Molybdenum import ATP-binding protein ModC
AMANMOLG_01201	CDS	795	cysW_1		COG4208	Sulfate transport system permease protein CysW
AMANMOLG_01202	CDS	786	modA		COG0725	Molybdate-binding protein ModA
AMANMOLG_01203	CDS	672		1.-.-.-		Putative oxidoreductase
AMANMOLG_01204	CDS	924	fgd1_2	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase 1
AMANMOLG_01205	CDS	1392		1.6.99.-	COG1252	NADH dehydrogenase-like protein
AMANMOLG_01206	CDS	681	ureD			Urease accessory protein UreD
AMANMOLG_01207	CDS	675	ureG		COG0378	Urease accessory protein UreG
AMANMOLG_01208	CDS	636	ureF			Urease accessory protein UreF
AMANMOLG_01209	CDS	1734	ureC	3.5.1.5	COG0804	Urease subunit alpha
AMANMOLG_01210	CDS	315	ureB	3.5.1.5	COG0832	Urease subunit beta
AMANMOLG_01211	CDS	303	ureA	3.5.1.5	COG0831	Urease subunit gamma
AMANMOLG_01212	CDS	423		3.1.2.-	COG2050	Putative esterase
AMANMOLG_01213	CDS	417	blaI		COG3682	Transcriptional regulator BlaI
AMANMOLG_01214	CDS	951				hypothetical protein
AMANMOLG_01215	CDS	1452	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
AMANMOLG_01216	CDS	1437	guaB1	1.-.-.-	COG0516	putative oxidoreductase
AMANMOLG_01217	CDS	1368				hypothetical protein
AMANMOLG_01218	CDS	1038			COG1253	putative protein
AMANMOLG_01219	CDS	1548				hypothetical protein
AMANMOLG_01220	CDS	264				hypothetical protein
AMANMOLG_01221	CDS	396		3.1.-.-	COG1848	Ribonuclease VapC13
AMANMOLG_01222	CDS	2226	glcB	2.3.3.9	COG2225	Malate synthase G
AMANMOLG_01223	CDS	2034				putative protein
AMANMOLG_01224	CDS	1809		3.1.1.-		Putative serine esterase
AMANMOLG_01225	CDS	765	dhmA2_1	3.8.1.5		Haloalkane dehalogenase 2
AMANMOLG_01226	CDS	861	dhmA2_2	3.8.1.5		Haloalkane dehalogenase 2
AMANMOLG_01227	CDS	2826	gcvP	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating)
AMANMOLG_01228	CDS	258				hypothetical protein
AMANMOLG_01229	CDS	633			COG0789	putative HTH-type transcriptional regulator
AMANMOLG_01230	CDS	495			COG1259	putative protein
AMANMOLG_01231	CDS	744			COG0789	putative HTH-type transcriptional regulator
AMANMOLG_01232	CDS	489				putative protein
AMANMOLG_01233	CDS	405	gcvH		COG0509	Glycine cleavage system H protein
AMANMOLG_01234	CDS	879				hypothetical protein
AMANMOLG_01235	CDS	333				hypothetical protein
AMANMOLG_01236	CDS	930				hypothetical protein
AMANMOLG_01237	CDS	630	pgsA2	2.7.8.41	COG0558	Putative cardiolipin synthase
AMANMOLG_01238	CDS	2337	secA2		COG0653	Protein translocase subunit SecA 2
AMANMOLG_01239	CDS	1644	ilvG	2.2.1.6	COG0028	Acetolactate synthase large subunit IlvG
AMANMOLG_01240	CDS	1920	bacA		COG4178	Vitamin B12 transport ATP-binding protein BacA
AMANMOLG_01241	CDS	1497				PE-PGRS family protein PE_PGRS33
AMANMOLG_01242	CDS	1464		1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
AMANMOLG_01243	CDS	687				putative HTH-type transcriptional regulator
AMANMOLG_01244	CDS	666				putative protein
AMANMOLG_01245	CDS	945				hypothetical protein
AMANMOLG_01246	CDS	432				putative protein
AMANMOLG_01247	CDS	1194		1.6.-.-		NADH dehydrogenase-like protein
AMANMOLG_01248	CDS	705	mgtC		COG1285	Protein MgtC
AMANMOLG_01249	CDS	357				hypothetical protein
AMANMOLG_01250	CDS	1476				putative PPE family protein PPE33
AMANMOLG_01251	CDS	1233				putative PPE family protein PPE32
AMANMOLG_01252	CDS	1212				putative PPE family protein PPE29
AMANMOLG_01253	CDS	300				PE-PGRS family protein PE25
AMANMOLG_01254	CDS	327				hypothetical protein
AMANMOLG_01255	CDS	1953				hypothetical protein
AMANMOLG_01256	CDS	1392				putative PPE family protein PPE33
AMANMOLG_01257	CDS	1272				putative PPE family protein PPE29
AMANMOLG_01258	CDS	1968				putative PPE family protein PPE42
AMANMOLG_01259	CDS	192				hypothetical protein
AMANMOLG_01260	CDS	1833	eccA5		COG0464	ESX-5 secretion system protein EccA5
AMANMOLG_01261	CDS	1221	eccE5			ESX-5 secretion system protein EccE5
AMANMOLG_01262	CDS	1758	mycP5	3.4.21.-	COG1404	Mycosin-5
AMANMOLG_01263	CDS	1512	eccD5			ESX-5 secretion system protein EccD5
AMANMOLG_01264	CDS	903	espG5			ESX-5 secretion-associated protein EspG5
AMANMOLG_01265	CDS	147	mmsB_1	1.1.1.31	COG2084	putative 3-hydroxyisobutyrate dehydrogenase
AMANMOLG_01266	CDS	507				hypothetical protein
AMANMOLG_01267	CDS	558				hypothetical protein
AMANMOLG_01268	CDS	519				hypothetical protein
AMANMOLG_01269	CDS	315				ISL3 family transposase IS1557
AMANMOLG_01270	CDS	609				putative protein
AMANMOLG_01271	CDS	804				hypothetical protein
AMANMOLG_01272	CDS	537				putative protein
AMANMOLG_01273	CDS	570				hypothetical protein
AMANMOLG_01274	CDS	753	rslA		COG5662	Anti-sigma-L factor RslA
AMANMOLG_01275	CDS	534	sigL		COG1595	ECF RNA polymerase sigma factor SigL
AMANMOLG_01276	CDS	801	map-1	3.4.11.18	COG0024	Methionine aminopeptidase 1
AMANMOLG_01277	CDS	546	adk	2.7.4.3	COG0563	Adenylate kinase
AMANMOLG_01278	CDS	1326	secY		COG0201	Protein translocase subunit SecY
AMANMOLG_01279	CDS	957		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
AMANMOLG_01280	CDS	729				hypothetical protein
AMANMOLG_01281	CDS	1347	xylB	2.7.1.17	COG1070	Xylulose kinase
AMANMOLG_01282	CDS	903	yoaD	1.1.1.-	COG0111	Putative 2-hydroxyacid dehydrogenase YoaD
AMANMOLG_01283	CDS	657	drdA	4.1.2.-		5-deoxy-D-ribulose 1-phosphate aldolase
AMANMOLG_01284	CDS	1104		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
AMANMOLG_01285	CDS	906				hypothetical protein
AMANMOLG_01286	CDS	1872				hypothetical protein
AMANMOLG_01287	CDS	441	rplO		COG0200	50S ribosomal protein L15
AMANMOLG_01288	CDS	198	rpmD		COG1841	50S ribosomal protein L30
AMANMOLG_01289	CDS	663	rpsE		COG0098	30S ribosomal protein S5
AMANMOLG_01290	CDS	369	rplR		COG0256	50S ribosomal protein L18
AMANMOLG_01291	CDS	540	rplF		COG0097	50S ribosomal protein L6
AMANMOLG_01292	CDS	399	rpsH		COG0096	30S ribosomal protein S8
AMANMOLG_01293	CDS	183	rpsZ		COG0199	30S ribosomal protein S14 type Z
AMANMOLG_01294	CDS	564	rplE		COG0094	50S ribosomal protein L5
AMANMOLG_01295	CDS	318	rplX		COG0198	50S ribosomal protein L24
AMANMOLG_01296	CDS	369	rplN		COG0093	50S ribosomal protein L14
AMANMOLG_01297	CDS	861				hypothetical protein
AMANMOLG_01298	CDS	900		1.8.3.7	COG1262	Formylglycine-generating enzyme
AMANMOLG_01299	CDS	2364				hypothetical protein
AMANMOLG_01300	CDS	408	rpsQ		COG0186	30S ribosomal protein S17
AMANMOLG_01301	CDS	234	rpmC		COG0255	50S ribosomal protein L29
AMANMOLG_01302	CDS	417	rplP		COG0197	50S ribosomal protein L16
AMANMOLG_01303	CDS	825	rpsC		COG0092	30S ribosomal protein S3
AMANMOLG_01304	CDS	594	rplV		COG0091	50S ribosomal protein L22
AMANMOLG_01305	CDS	282	rpsS		COG0185	30S ribosomal protein S19
AMANMOLG_01306	CDS	843	rplB		COG0090	50S ribosomal protein L2
AMANMOLG_01307	CDS	303	rplW		COG0089	50S ribosomal protein L23
AMANMOLG_01308	CDS	672	rplD		COG0088	50S ribosomal protein L4
AMANMOLG_01309	CDS	654	rplC		COG0087	50S ribosomal protein L3
AMANMOLG_01310	CDS	306	rpsJ		COG0051	30S ribosomal protein S10
AMANMOLG_01311	CDS	756				hypothetical protein
AMANMOLG_01312	CDS	1359	betA	1.1.99.1		Oxygen-dependent choline dehydrogenase
AMANMOLG_01313	CDS	1413	mftF	2.-.-.-	COG0463	Putative mycofactocin biosynthesis glycosyltransferase MftF
AMANMOLG_01314	CDS	666	mftE	3.5.-.-	COG1402	Putative mycofactocin system creatinine amidohydrolase family protein MftE
AMANMOLG_01315	CDS	1191	mftD	1.-.-.-	COG1304	Putative mycofactocin system heme/flavin oxidoreductase MftD
AMANMOLG_01316	CDS	1176	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
AMANMOLG_01317	CDS	330				hypothetical protein
AMANMOLG_01318	CDS	90				hypothetical protein
AMANMOLG_01319	CDS	597	mftR			Putative mycofactocin biosynthesis transcriptional regulator MftR
AMANMOLG_01320	CDS	1050				hypothetical protein
AMANMOLG_01321	CDS	249				hypothetical protein
AMANMOLG_01322	CDS	1221	fdr	1.18.1.2		Ferredoxin--NAD(P)(+) reductase fdr
AMANMOLG_01323	CDS	828		1.-.-.-	COG1028	putative NAD-dependent oxidoreductase
AMANMOLG_01324	CDS	798				hypothetical protein
AMANMOLG_01325	CDS	1191	tuf		COG0050	Elongation factor Tu
AMANMOLG_01326	CDS	2106	fusA		COG0480	Elongation factor G
AMANMOLG_01327	CDS	471	rpsG		COG0049	30S ribosomal protein S7
AMANMOLG_01328	CDS	375	rpsL		COG0048	30S ribosomal protein S12
AMANMOLG_01329	CDS	657				hypothetical protein
AMANMOLG_01330	CDS	375				hypothetical protein
AMANMOLG_01331	CDS	498				hypothetical protein
AMANMOLG_01332	CDS	498	mmpR5			HTH-type transcriptional regulator MmpR5
AMANMOLG_01333	CDS	429	mmpS5			Siderophore export accessory protein MmpS5
AMANMOLG_01334	CDS	2895	mmpL5		COG2409	Siderophore exporter MmpL5
AMANMOLG_01335	CDS	792	caiD_2	4.2.1.149		Carnitinyl-CoA dehydratase
AMANMOLG_01336	CDS	723				hypothetical protein
AMANMOLG_01337	CDS	939				Putative enoyl-CoA hydratase EchA13
AMANMOLG_01338	CDS	1629	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
AMANMOLG_01339	CDS	843				hypothetical protein
AMANMOLG_01340	CDS	552	end_1	3.1.21.2	COG0648	putative endonuclease 4
AMANMOLG_01341	CDS	180	end_2	3.1.21.2	COG0648	putative endonuclease 4
AMANMOLG_01342	CDS	1914		3.5.1.23		Neutral ceramidase
AMANMOLG_01343	CDS	114	amiD_1	3.5.1.4	COG0154	Putative amidase AmiD
AMANMOLG_01344	CDS	3951	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
AMANMOLG_01345	CDS	3519	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
AMANMOLG_01346	CDS	231				hypothetical protein
AMANMOLG_01347	CDS	339	vapC5_1	3.1.-.-	COG1487	Ribonuclease VapC5
AMANMOLG_01348	CDS	273				hypothetical protein
AMANMOLG_01349	CDS	2364				hypothetical protein
AMANMOLG_01350	CDS	255				hypothetical protein
AMANMOLG_01351	CDS	438	vapC	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
AMANMOLG_01352	CDS	252				hypothetical protein
AMANMOLG_01353	CDS	234	mazF2	3.1.-.-	COG2337	putative endoribonuclease MazF2
AMANMOLG_01354	CDS	717				hypothetical protein
AMANMOLG_01355	CDS	156				hypothetical protein
AMANMOLG_01356	CDS	252				hypothetical protein
AMANMOLG_01357	CDS	1011	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
AMANMOLG_01358	CDS	1506		1.13.11.-	COG3670	Carotenoid cleavage oxygenase
AMANMOLG_01359	CDS	696				hypothetical protein
AMANMOLG_01360	CDS	393	rplL		COG0222	50S ribosomal protein L7/L12
AMANMOLG_01361	CDS	537	rplJ		COG0244	50S ribosomal protein L10
AMANMOLG_01362	CDS	909	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
AMANMOLG_01363	CDS	675				hypothetical protein
AMANMOLG_01364	CDS	4197				hypothetical protein
AMANMOLG_01365	CDS	1467			COG0661	putative protein
AMANMOLG_01366	CDS	906	rdmC	3.1.1.95		Aclacinomycin methylesterase RdmC
AMANMOLG_01367	CDS	861	mmaA1	2.1.1.-	COG2230	Mycolic acid methyltransferase MmaA1
AMANMOLG_01368	CDS	921	mmaA2	2.1.1.79	COG2230	Cyclopropane mycolic acid synthase MmaA2
AMANMOLG_01369	CDS	882	mmaA3	2.1.1.-	COG2230	Methoxy mycolic acid synthase MmaA3
AMANMOLG_01370	CDS	897	mmaA4	2.1.1.-	COG2230	Hydroxymycolate synthase MmaA4
AMANMOLG_01371	CDS	708	rplA		COG0081	50S ribosomal protein L1
AMANMOLG_01372	CDS	429	rplK		COG0080	50S ribosomal protein L11
AMANMOLG_01373	CDS	717	nusG		COG0250	Transcription termination/antitermination protein NusG
AMANMOLG_01374	CDS	486	secE			Protein translocase subunit SecE
AMANMOLG_01375	tRNA	74				tRNA-Trp(cca)
AMANMOLG_01376	CDS	501				hypothetical protein
AMANMOLG_01377	CDS	429				hypothetical protein
AMANMOLG_01378	CDS	477				hypothetical protein
AMANMOLG_01379	CDS	168	rpmG2_1		COG0267	50S ribosomal protein L33 2
AMANMOLG_01380	tRNA	75				tRNA-Met(cat)
AMANMOLG_01381	tRNA	74				tRNA-Thr(ggt)
AMANMOLG_01382	CDS	213			COG5450	putative proteinA
AMANMOLG_01383	CDS	714	baeB	3.-.-.-	COG0491	putative polyketide biosynthesis zinc-dependent hydrolase BaeB
AMANMOLG_01384	CDS	861				hypothetical protein
AMANMOLG_01385	CDS	696	caiD_3	4.2.1.149		Carnitinyl-CoA dehydratase
AMANMOLG_01386	CDS	3294	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
AMANMOLG_01387	CDS	3285	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
AMANMOLG_01388	CDS	1728	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
AMANMOLG_01389	CDS	1152			COG4398	putative protein
AMANMOLG_01390	CDS	408	vapC5_2	3.1.-.-	COG1487	Ribonuclease VapC5
AMANMOLG_01391	CDS	261	vapB5		COG4118	Putative antitoxin VapB5
AMANMOLG_01392	CDS	741			COG0398	TVP38/TMEM64 family membrane protein
AMANMOLG_01393	CDS	396		3.1.-.-	COG3742	Ribonuclease VapC30
AMANMOLG_01394	CDS	255			COG4423	Antitoxin VapB30
AMANMOLG_01395	CDS	948				hypothetical protein
AMANMOLG_01396	CDS	1065				hypothetical protein
AMANMOLG_01397	CDS	1092	galK	2.7.1.6	COG0153	Galactokinase
AMANMOLG_01398	CDS	471	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
AMANMOLG_01399	CDS	696				hypothetical protein
AMANMOLG_01400	CDS	402		3.1.-.-	COG1848	Ribonuclease VapC29
AMANMOLG_01401	CDS	228				Putative antitoxin VapB29
AMANMOLG_01402	CDS	240				hypothetical protein
AMANMOLG_01403	CDS	750				hypothetical protein
AMANMOLG_01404	CDS	2568				hypothetical protein
AMANMOLG_01405	CDS	549				hypothetical protein
AMANMOLG_01406	CDS	222				hypothetical protein
AMANMOLG_01407	CDS	1158				hypothetical protein
AMANMOLG_01408	CDS	198				putative proteinB
AMANMOLG_01409	CDS	402		3.1.-.-	COG3742	Ribonuclease VapC28
AMANMOLG_01410	CDS	246			COG4423	Antitoxin VapB28
AMANMOLG_01411	CDS	471				hypothetical protein
AMANMOLG_01412	CDS	744				IS607 family transposase IS1536
AMANMOLG_01413	CDS	585			COG2452	putative protein
AMANMOLG_01414	CDS	927				hypothetical protein
AMANMOLG_01415	CDS	312				hypothetical protein
AMANMOLG_01416	CDS	696	tcrA		COG0745	Transcriptional regulatory protein TcrA
AMANMOLG_01417	CDS	531		2.7.13.3	COG0642	Sensor histidine kinase component HK2
AMANMOLG_01418	CDS	507		2.7.13.3	COG0642	Sensor histidine kinase component HK1
AMANMOLG_01419	CDS	237			COG2002	Antitoxin VapB27
AMANMOLG_01420	CDS	414		3.1.-.-		Ribonuclease VapC27
AMANMOLG_01421	CDS	174				hypothetical protein
AMANMOLG_01422	CDS	1236			COG1373	putative protein
AMANMOLG_01423	CDS	258	vapB4		COG4118	Antitoxin VapB4
AMANMOLG_01424	CDS	396	vapC4	3.1.-.-	COG1487	Ribonuclease VapC4
AMANMOLG_01425	CDS	1551				hypothetical protein
AMANMOLG_01426	CDS	1197	lprN_2			Lipoprotein LprN
AMANMOLG_01427	CDS	1527				hypothetical protein
AMANMOLG_01428	CDS	1446				hypothetical protein
AMANMOLG_01429	CDS	255				hypothetical protein
AMANMOLG_01430	CDS	828				hypothetical protein
AMANMOLG_01431	CDS	1215				hypothetical protein
AMANMOLG_01432	CDS	888				hypothetical protein
AMANMOLG_01433	CDS	798				hypothetical protein
AMANMOLG_01434	CDS	723	mce2R		COG2186	HTH-type transcriptional regulator Mce2R
AMANMOLG_01435	CDS	2388				hypothetical protein
AMANMOLG_01436	CDS	2634				hypothetical protein
AMANMOLG_01437	CDS	687				hypothetical protein
AMANMOLG_01438	CDS	408		3.1.-.-	COG2402	Ribonuclease VapC26
AMANMOLG_01439	CDS	216				Antitoxin VapB26
AMANMOLG_01440	CDS	579				hypothetical protein
AMANMOLG_01441	CDS	759				hypothetical protein
AMANMOLG_01442	CDS	420				hypothetical protein
AMANMOLG_01443	CDS	285				hypothetical protein
AMANMOLG_01444	CDS	261				hypothetical protein
AMANMOLG_01445	CDS	348				hypothetical protein
AMANMOLG_01446	CDS	351				hypothetical protein
AMANMOLG_01447	CDS	405				hypothetical protein
AMANMOLG_01448	CDS	258				hypothetical protein
AMANMOLG_01449	CDS	129				hypothetical protein
AMANMOLG_01450	CDS	618				hypothetical protein
AMANMOLG_01451	CDS	1017				hypothetical protein
	repeat_region	848				
AMANMOLG_01452	CDS	2004				hypothetical protein
AMANMOLG_01453	CDS	1890	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
AMANMOLG_01454	CDS	813	cbiX	4.99.1.3	COG2138	Sirohydrochlorin cobaltochelatase
AMANMOLG_01455	CDS	765	cysH	1.8.4.8	COG0175	putative phosphoadenosine phosphosulfate reductase
AMANMOLG_01456	CDS	1668	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
AMANMOLG_01457	CDS	567				putative protein
AMANMOLG_01458	CDS	465	rpfD	3.-.-.-		Resuscitation-promoting factor RpfD
AMANMOLG_01459	CDS	1173	hemW		COG0635	Heme chaperone HemW
AMANMOLG_01460	CDS	1254				hypothetical protein
AMANMOLG_01461	CDS	210				putative proteinA/RVBD_2386A
AMANMOLG_01462	CDS	1353	mbtI	5.4.99.5	COG0147	Salicylate synthase
AMANMOLG_01463	CDS	921	aes_2	3.1.1.-		Acetyl esterase
AMANMOLG_01464	CDS	1698	mbtA	6.2.1.-	COG1021	Salicyl-AMP ligase / salicyl-S-ArCP synthetase
AMANMOLG_01465	CDS	4245	mbtB	6.3.2.-	COG1020	Phenyloxazoline synthase MbtB
AMANMOLG_01466	CDS	1335				Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks15
AMANMOLG_01467	CDS	3015	eryA	2.3.1.94	COG3321	6-deoxyerythronolide-B synthase EryA3, modules 5 and 6
AMANMOLG_01468	CDS	5196	dhbF		COG1020	Dimodular nonribosomal peptide synthase
AMANMOLG_01469	CDS	4386	lgrD			Linear gramicidin synthase subunit D
AMANMOLG_01470	CDS	1296	mbtG	1.14.13.59		L-lysine N6-monooxygenase MbtG
AMANMOLG_01471	CDS	216	mbtH		COG3251	Protein MbtH
AMANMOLG_01472	CDS	507				Low molecular weight antigen MTB12
AMANMOLG_01473	CDS	318				hypothetical protein
AMANMOLG_01474	CDS	1032	hrcA		COG1420	Heat-inducible transcription repressor HrcA
AMANMOLG_01475	CDS	1149	dnaJ2		COG0484	Chaperone protein DnaJ 2
AMANMOLG_01476	CDS	789	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
AMANMOLG_01477	CDS	141				hypothetical protein
AMANMOLG_01478	CDS	186				hypothetical protein
AMANMOLG_01479	CDS	1314				hypothetical protein
AMANMOLG_01480	CDS	1059			COG1702	PhoH-like protein
AMANMOLG_01481	CDS	534	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
AMANMOLG_01482	CDS	1308				hypothetical protein
AMANMOLG_01483	CDS	342				hypothetical protein
AMANMOLG_01484	CDS	930	era		COG1159	GTPase Era
AMANMOLG_01485	CDS	1455	amiA2	3.5.1.4	COG0154	Putative amidase AmiA2
AMANMOLG_01486	CDS	798	recO			DNA repair protein RecO
